egoid,alterid,wave,ambigrec,position,poscat,reltype,reltypecat,family,friend,close,trust,duration,freq,roommates,samedorm,altsex,altage,altamin,altasian,altblack,althisla,altpacis,altwhite,altrelig,alted,altrelu,altrelucat,altstudent,althlth,althappy,altdifficult,altactiv,altsleep,act1,act2,act3,act4,act5,sameact1,sameact2,sameact3,sameact4,sameact5,similar,suppfin,suppcomf,supphang,suppadv
10237,970860,Wave1,False,1,Top5,Friend,Friend,False,True,EspeciallyClose,,6+,Weekly,,,Female,18to20,False,False,False,False,False,True,,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,32100,14300,14400,16900,14200,,,,,True,8,,,,
10237,791455,Wave1,False,2,Top5,Sibling,Family,True,False,EspeciallyClose,,15to16,Daily,,,Female,Under18,False,False,False,False,False,True,Catholic,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,32100,14300,14400,16900,14200,True,,,,,8,,,,
10237,794543,Wave1,False,3,Top5,Friend,Friend,False,True,EspeciallyClose,,4+,Daily,,,Female,18to20,False,False,False,False,False,True,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,32100,14300,14400,16900,14200,,,,,,8,,,,
10237,944646,Wave1,False,4,Top5,Friend,Friend,False,True,EspeciallyClose,,4+,Weekly,,,Female,18to20,False,False,False,False,False,True,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,32100,14300,14400,16900,14200,True,True,True,True,True,7,,,,
10237,395167,Wave1,False,5,Top5,Sibling,Family,True,False,EspeciallyClose,,17to18,Weekly,,,Male,18to20,False,False,False,False,False,True,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,32100,14300,14400,16900,14200,True,,True,,,7,,,,
10237,606285,Wave1,False,6,Middle10,RomanticPartner,RomanticPartner,False,False,EspeciallyClose,,3+,Daily,,,Male,18to20,False,False,False,False,False,True,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,32100,14300,14400,16900,14200,,,,,,7,,,,
10237,201164,Wave1,False,7,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Weekly,,,Male,Under18,False,False,False,True,False,False,Catholic,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,32100,14300,14400,16900,14200,True,,,,,6,,,,
10237,710213,Wave1,False,8,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Monthly,,,Male,18to20,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,32100,14300,14400,16900,14200,,,,,,5,,,,
10237,555957,Wave1,False,9,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Monthly,,,Male,18to20,False,False,False,False,False,True,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,32100,14300,14400,16900,14200,,True,,True,,5,,,,
10237,715237,Wave1,False,10,Middle10,Friend,Friend,False,True,MerelyClose,,4+,Monthly,,,Male,18to20,False,False,False,False,False,True,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,32100,14300,14400,16900,14200,,True,,,,5,,,,
10547,462072,Wave1,False,1,Top5,Parent,Family,True,False,EspeciallyClose,,17to18,Daily,,,Female,50to59,False,False,False,False,False,True,Catholic,CollegeOrUniversityDegree,NoRelation,NoRelation,False,,,,,,14300,14900,13200,16900,13100,,,,,,5,,,,
10547,822283,Wave1,False,2,Top5,Friend,Friend,False,True,EspeciallyClose,,3+,Weekly,,,Female,18to20,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,14300,14900,13200,16900,13100,True,True,True,True,,10,,,,
10547,822663,Wave1,False,3,Top5,Acquaintance,Acquaintance,False,False,MerelyClose,,LessThan1,LessThanMonthly,,,Male,18to20,False,False,False,True,False,False,Catholic,HighSchoolOrGED,IsAttending,Student,True,,,,,,14300,14900,13200,16900,13100,,True,True,,,5,,,,
10547,932326,Wave1,False,4,Top5,RomanticPartner,RomanticPartner,False,False,MerelyClose,,LessThan1,Weekly,,,Female,18to20,False,False,False,False,False,True,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,14300,14900,13200,16900,13100,True,,,,,7,,,,
10547,445589,Wave1,False,5,Top5,RomanticPartner,RomanticPartner,False,False,EspeciallyClose,,4+,Weekly,,,Female,18to20,False,False,False,False,False,True,OtherReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,14300,14900,13200,16900,13100,True,True,,,,5,,,,
10547,277145,Wave1,False,6,Middle10,Friend,Friend,False,True,EspeciallyClose,,1+,Weekly,,,Female,18to20,False,False,False,False,False,True,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,14300,14900,13200,16900,13100,,True,,,,4,,,,
10547,212527,Wave1,False,7,Middle10,OtherFamily,Family,True,False,EspeciallyClose,,15to16,Weekly,,,Female,Under18,False,False,False,False,False,True,OtherReligion,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,14300,14900,13200,16900,13100,,,,,True,6,,,,
11002,466461,Wave1,False,1,Top5,RomanticPartner,RomanticPartner,False,False,EspeciallyClose,,10+,Daily,,,Female,18to20,False,False,False,False,False,True,OtherReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,,,True,True,,6,,,,
11002,301361,Wave1,False,2,Top5,Friend,Friend,False,True,EspeciallyClose,,6+,Daily,,,Male,18to20,False,False,False,False,False,True,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,,,,,10,,,,
11002,694008,Wave1,False,3,Top5,Friend,Friend,False,True,EspeciallyClose,,15to16,Daily,,,Male,18to20,False,False,False,False,False,True,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,True,True,True,True,9,,,,
11002,710597,Wave1,False,4,Top5,Friend,Friend,False,True,EspeciallyClose,,11to12,Daily,,,Male,18to20,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,True,True,True,True,7,,,,
11002,858353,Wave1,False,5,Top5,Friend,Friend,False,True,EspeciallyClose,,6+,Daily,,,Male,18to20,False,False,False,False,False,True,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,,True,True,,True,8,,,,
11002,562957,Wave1,False,6,Middle10,Friend,Friend,False,True,MerelyClose,,10+,Weekly,,,Male,18to20,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,True,True,True,True,9,,,,
11002,301999,Wave1,False,7,Middle10,Friend,Friend,False,True,EspeciallyClose,,10+,Weekly,,,Male,18to20,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,True,True,True,True,4,,,,
11002,551644,Wave1,False,8,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Weekly,,,Male,18to20,False,False,False,False,False,True,Catholic,HighSchoolOrGED,IsAttending,Student,True,,,,,,13200,32900,16900,14300,13200,,,,True,True,1,,,,
11002,503852,Wave1,False,9,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Weekly,,,Male,18to20,False,False,False,False,False,True,Catholic,HighSchoolOrGED,IsAttending,Student,True,,,,,,13200,32900,16900,14300,13200,,,,,True,1,,,,
11002,411716,Wave1,False,10,Middle10,Friend,Friend,False,True,EspeciallyClose,,3+,Monthly,,,Male,Under18,False,False,False,False,True,False,Catholic,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,True,,,,3,,,,
11002,738557,Wave1,False,11,Middle10,Friend,Friend,False,True,EspeciallyClose,,10+,Weekly,,,Male,18to20,False,False,False,False,False,True,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,True,True,True,True,6,,,,
11002,296300,Wave1,False,12,Middle10,Friend,Friend,False,True,EspeciallyClose,,6+,Monthly,,,Male,18to20,False,False,False,False,False,True,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,,,,,8,,,,
11002,361829,Wave1,False,13,Middle10,Friend,Friend,False,True,EspeciallyClose,,3+,Monthly,,,Male,Under18,False,False,False,False,False,True,NoReligion,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,,,,,4,,,,
11002,472561,Wave1,False,14,Middle10,Friend,Friend,False,True,MerelyClose,,4+,Weekly,,,Female,18to20,False,False,False,False,False,True,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,,,,,,2,,,,
11002,244268,Wave1,False,15,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Monthly,,,Male,Under18,False,False,False,False,False,True,,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,,,True,True,1,,,,
11002,621152,Wave1,False,16,Bottom10,Friend,Friend,False,True,MerelyClose,,10+,Monthly,,,Male,18to20,False,False,False,False,False,True,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,,True,True,True,6,,,,
11002,606470,Wave1,False,17,Bottom10,Friend,Friend,False,True,MerelyClose,,10+,Monthly,,,Male,18to20,False,False,False,False,False,True,Protestant,SomeCollege,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,True,True,True,True,3,,,,
11002,744642,Wave1,False,18,Bottom10,Friend,Friend,False,True,MerelyClose,,6+,Monthly,,,Male,18to20,False,False,False,False,False,True,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,32900,16900,14300,13200,True,True,True,True,True,6,,,,
11128,863755,Wave1,False,1,Top5,RomanticPartner,RomanticPartner,False,False,EspeciallyClose,,4+,Daily,,,Female,18to20,False,False,False,False,False,True,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,,True,True,True,True,7,,,,
11128,567410,Wave1,False,2,Top5,Parent,Family,True,False,EspeciallyClose,,17to18,Daily,,,Male,40to49,False,False,False,False,False,True,Catholic,CollegeOrUniversityDegree,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,True,,,,True,10,,,,
11128,331210,Wave1,False,3,Top5,Parent,Family,True,False,EspeciallyClose,,17to18,Daily,,,Female,40to49,False,False,False,False,False,True,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,,,,,True,8,,,,
11128,571194,Wave1,False,4,Top5,Friend,Friend,False,True,EspeciallyClose,,1+,Weekly,,,Female,Under18,False,False,False,False,False,True,Catholic,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,True,,True,,,7,,,,
11128,469298,Wave1,False,5,Top5,Sibling,Family,True,False,EspeciallyClose,,13to14,Daily,,,Female,Under18,False,False,False,False,False,True,Catholic,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,,True,True,True,,6,,,,
11128,931232,Wave1,False,6,Middle10,Friend,Friend,False,True,EspeciallyClose,,4+,Weekly,,,Male,18to20,False,False,False,False,False,True,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,True,,True,True,,6,,,,
11128,918244,Wave1,False,7,Middle10,Friend,Friend,False,True,EspeciallyClose,,4+,Weekly,,,Male,18to20,False,False,False,False,False,True,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,,True,True,True,,4,,,,
11128,468615,Wave1,False,8,Middle10,Friend,Friend,False,True,EspeciallyClose,,4+,Weekly,,,Male,18to20,False,False,False,False,False,True,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,,True,,True,True,5,,,,
11128,760620,Wave1,False,9,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Monthly,,,Male,21to24,False,False,False,False,False,True,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,True,True,,,True,6,,,,
11128,691537,Wave1,False,10,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Monthly,,,Male,18to20,False,False,False,False,False,True,,SomeCollege,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,,,,True,True,4,,,,
11128,723434,Wave1,False,11,Middle10,OtherFamily,Family,True,False,EspeciallyClose,,9+,Monthly,,,Male,18to20,False,False,False,False,False,True,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,True,,,,True,7,,,,
11128,338462,Wave1,False,12,Middle10,Friend,Friend,False,True,MerelyClose,,4+,Monthly,,,Female,18to20,False,False,True,False,False,False,OtherReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,,,,,True,3,,,,
11128,260787,Wave1,False,13,Middle10,Friend,Friend,False,True,MerelyClose,,4+,Weekly,,,Female,21to24,False,False,False,False,False,True,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,True,True,True,True,True,5,,,,
11128,742863,Wave1,False,14,Middle10,Friend,Friend,False,True,LessThanClose,,13to14,Monthly,,,Female,40to49,False,False,False,False,False,True,,CollegeOrUniversityDegree,NoRelation,NoRelation,False,,,,,,13200,16900,13200,32900,16900,,True,,True,True,6,,,,
11148,796262,Wave1,False,1,Top5,Friend,Friend,False,True,EspeciallyClose,,6+,Daily,,,Male,18to20,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,True,True,True,,,10,,,,
11148,967737,Wave1,False,2,Top5,RomanticPartner,RomanticPartner,False,False,EspeciallyClose,,10+,Daily,,,Female,18to20,False,False,False,False,False,True,Protestant,SomeCollege,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,True,,,True,,4,,,,
11148,654075,Wave1,False,3,Top5,Friend,Friend,False,True,EspeciallyClose,,7+,Weekly,,,Male,18to20,False,False,False,True,False,False,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,True,,,,,10,,,,
11148,140926,Wave1,False,4,Top5,Parent,Family,True,False,EspeciallyClose,,17to18,Daily,,,Male,50to59,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,,,True,,,4,,,,
11148,676252,Wave1,False,5,Top5,Parent,Family,True,False,EspeciallyClose,,17to18,Daily,,,Female,50to59,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,,,,,,4,,,,
11148,454202,Wave1,False,6,Middle10,Friend,Friend,False,True,MerelyClose,,13to14,Monthly,,,Male,18to20,False,False,False,True,False,False,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,True,True,,,,10,,,,
11148,984785,Wave1,False,7,Middle10,Friend,Friend,False,True,MerelyClose,,6+,Monthly,,,Male,18to20,False,True,False,False,False,False,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,True,,,,,10,,,,
11148,989529,Wave1,False,8,Middle10,Friend,Friend,False,True,MerelyClose,,5+,Monthly,,,Female,18to20,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,,,,,,10,,,,
11148,497505,Wave1,False,9,Middle10,Friend,Friend,False,True,MerelyClose,,10+,Monthly,,,Male,18to20,False,False,False,True,False,False,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,True,,,,,8,,,,
11148,586674,Wave1,False,10,Middle10,Friend,Friend,False,True,MerelyClose,,3+,Monthly,,,Male,18to20,False,False,False,False,True,False,NoReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,True,True,,,,6,,,,
11148,467306,Wave1,False,11,Middle10,Friend,Friend,False,True,MerelyClose,,9+,Monthly,,,Female,18to20,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,,,,,,7,,,,
11148,557043,Wave1,False,12,Middle10,Friend,Friend,False,True,MerelyClose,,5+,Weekly,,,Female,18to20,False,False,False,False,False,True,Protestant,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,15100,32900,14900,14300,,,,,,,7,,,,
11402,880730,Wave1,False,1,Top5,Sibling,Family,True,False,EspeciallyClose,,17to18,Weekly,,,Male,18to20,False,False,True,False,False,False,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,13200,14900,11300,14300,16900,,True,True,True,,6,,,,
11402,980069,Wave1,False,2,Top5,Friend,Friend,False,True,EspeciallyClose,,10+,Weekly,,,Male,18to20,False,False,False,True,False,False,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,13200,14900,11300,14300,16900,True,True,,,True,8,,,,
11402,571572,Wave1,False,3,Top5,Acquaintance,Acquaintance,False,False,MerelyClose,,1+,Daily,,,Male,21to24,False,False,True,False,False,False,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,14900,11300,14300,16900,,True,True,,,4,,,,
11402,904898,Wave1,False,4,Top5,Acquaintance,Acquaintance,False,False,MerelyClose,,1+,Daily,,,Male,21to24,False,False,False,False,True,False,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,14900,11300,14300,16900,,True,,,,6,,,,
11402,414344,Wave1,False,5,Top5,Friend,Friend,False,True,MerelyClose,,1+,Daily,,,Female,18to20,False,False,False,False,False,True,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,14900,11300,14300,16900,True,,,,True,5,,,,
11402,608524,Wave1,False,6,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Weekly,,,Female,18to20,False,False,True,False,False,False,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,13200,14900,11300,14300,16900,,,,,,8,,,,
11402,568818,Wave1,False,7,Middle10,Friend,Friend,False,True,LessThanClose,,13to14,LessThanMonthly,,,Male,21to24,False,True,False,False,False,False,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,13200,14900,11300,14300,16900,True,True,True,,,7,,,,
11402,622194,Wave1,False,8,Middle10,Friend,Friend,False,True,LessThanClose,,1+,Monthly,,,Female,Under18,False,False,True,False,False,False,,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,13200,14900,11300,14300,16900,,True,,True,,5,,,,
11482,408742,Wave1,False,1,Top5,Friend,Friend,False,True,EspeciallyClose,,4+,Daily,,,Female,18to20,False,False,False,True,False,False,OtherReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,11300,13200,29100,14900,,True,True,,True,,8,,,,
11482,231804,Wave1,False,2,Top5,Friend,Friend,False,True,EspeciallyClose,,1+,Daily,,,Male,18to20,False,False,True,False,False,False,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,11300,13200,29100,14900,,True,,,True,,8,,,,
11482,946161,Wave1,False,3,Top5,Friend,Friend,False,True,MerelyClose,,4+,Monthly,,,Female,18to20,False,False,False,True,False,False,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,11300,13200,29100,14900,,,,,,,6,,,,
11482,889018,Wave1,False,4,Top5,Friend,Friend,False,True,MerelyClose,,3+,Weekly,,,Male,18to20,False,False,True,False,False,False,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,11300,13200,29100,14900,,True,,,True,,7,,,,
11482,464911,Wave1,False,5,Top5,Friend,Friend,False,True,MerelyClose,,11to12,Weekly,,,Female,18to20,False,False,False,True,False,False,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,11300,13200,29100,14900,,,,,,,8,,,,
11482,568361,Wave1,False,6,Middle10,Friend,Friend,False,True,LessThanClose,,9+,Monthly,,,Female,18to20,False,False,False,True,False,False,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,11300,13200,29100,14900,,True,True,,,,4,,,,
11482,373187,Wave1,False,7,Middle10,Neighbor,Other,False,False,LessThanClose,,9+,Monthly,,,Female,Under18,False,False,False,True,False,False,Catholic,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,11300,13200,29100,14900,,,,,,,5,,,,
11482,758301,Wave1,False,8,Middle10,Friend,Friend,False,True,LessThanClose,,4+,LessThanMonthly,,,Female,Under18,False,False,False,True,False,False,OtherReligion,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,11300,13200,29100,14900,,,,,,,5,,,,
11482,779097,Wave1,False,9,Middle10,Friend,Friend,False,True,LessThanClose,,7+,Monthly,,,Female,18to20,False,False,False,True,False,False,,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,11300,13200,29100,14900,,,True,,,,6,,,,
11482,752372,Wave1,False,10,Middle10,Friend,Friend,False,True,MerelyClose,,4+,Weekly,,,Male,18to20,False,False,False,True,False,False,,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,11300,13200,29100,14900,,True,,,True,,8,,,,
11910,906227,Wave1,False,1,Top5,Friend,Friend,False,True,EspeciallyClose,,11to12,Daily,,,Female,18to20,False,False,False,True,False,False,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,16900,14300,29100,,,,,,,,10,,,,
11910,908239,Wave1,False,2,Top5,Friend,Friend,False,True,EspeciallyClose,,7+,Weekly,,,Female,18to20,False,False,False,True,False,False,,SomeCollege,NoRelation,NoRelation,False,,,,,,16900,14300,29100,,,,,True,,,10,,,,
11910,265026,Wave1,False,3,Top5,Friend,Friend,False,True,EspeciallyClose,,5+,Weekly,,,Male,18to20,False,False,False,True,False,False,OtherReligion,SomeCollege,NoRelation,NoRelation,False,,,,,,16900,14300,29100,,,,,True,,,5,,,,
11910,30453,Wave1,False,4,Top5,Friend,Friend,False,True,EspeciallyClose,,1+,Daily,,,Female,18to20,False,False,True,False,False,False,,SomeCollege,IsAttending,Student,True,,,,,,16900,14300,29100,,,,,True,,,6,,,,
11910,331749,Wave1,False,5,Top5,Friend,Friend,False,True,EspeciallyClose,,1+,Daily,,,Female,18to20,False,False,True,False,False,False,Catholic,SomeCollege,IsAttending,Student,True,,,,,,16900,14300,29100,,,,,True,,,6,,,,
11910,553552,Wave1,False,6,Middle10,Friend,Friend,False,True,EspeciallyClose,,1+,Daily,,,Female,18to20,False,False,False,True,False,False,,SomeCollege,IsAttending,Student,True,,,,,,16900,14300,29100,,,,True,True,,,8,,,,
11910,469554,Wave1,False,7,Middle10,Friend,Friend,False,True,EspeciallyClose,,1+,Daily,,,Female,18to20,False,False,False,True,False,False,,SomeCollege,IsAttending,Student,True,,,,,,16900,14300,29100,,,,True,True,,,8,,,,
11910,910752,Wave1,False,8,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Daily,,,Male,18to20,False,False,True,False,False,False,,SomeCollege,IsAttending,Student,True,,,,,,16900,14300,29100,,,,,True,,,2,,,,
11910,321860,Wave1,False,9,Middle10,Friend,Friend,False,True,MerelyClose,,1+,Daily,,,Male,18to20,False,False,False,False,False,True,,SomeCollege,IsAttending,Student,True,,,,,,16900,14300,29100,,,,,True,,,6,,,,
11910,511769,Wave1,False,10,Middle10,CoWorker,Other,False,False,MerelyClose,,1+,Weekly,,,Female,18to20,False,False,False,False,False,True,,SomeCollege,IsAttending,Student,True,,,,,,16900,14300,29100,,,,,True,,,5,,,,
11910,115264,Wave1,False,11,Middle10,Parent,Family,True,False,EspeciallyClose,,17to18,Weekly,,,Female,30to39,False,False,False,True,False,False,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,16900,14300,29100,,,True,,,,,9,,,,
11910,604481,Wave1,False,12,Middle10,Parent,Family,True,False,EspeciallyClose,,17to18,Weekly,,,Male,30to39,False,False,False,True,False,False,Catholic,HighSchoolOrGED,NoRelation,NoRelation,False,,,,,,16900,14300,29100,,,,,,,,9,,,,
11910,536253,Wave1,False,13,Middle10,Friend,Friend,False,True,MerelyClose,,5+,Monthly,,,Male,18to20,False,True,False,False,False,False,,SomeCollege,NoRelation,NoRelation,False,,,,,,16900,14300,29100,,,,,,,,8,,,,
11910,476265,Wave1,False,14,Middle10,Friend,Friend,False,True,MerelyClose,,11to12,Weekly,,,Male,18to20,False,False,False,True,False,False,,SomeCollege,NoRelation,NoRelation,False,,,,,,16900,14300,29100,,,,,,,,8,,,,
11910,599685,Wave1,False,15,Middle10,Friend,Friend,False,True,MerelyClose,,8+,Daily,,,Male,18to20,False,False,True,False,False,False,,SomeCollege,NoRelation,NoRelation,False,,,,,,16900,14300,29100,,,,,,,,8,,,,
11910,889602,Wave1,False,16,Bottom10,Friend,Friend,False,True,MerelyClose,,5+,Weekly,,,Female,18to20,False,False,False,True,False,False,,SomeCollege,NoRelation,NoRelation,False,,,,,,16900,14300,29100,,,,,True,,,6,,,,
11910,998705,Wave1,False,17,Bottom10,Friend,Friend,False,True,MerelyClose,,5+,Weekly,,,Female,18to20,False,True,False,False,False,False,,SomeCollege,NoRelation,NoRelation,False,,,,,,16900,14300,29100,,,,,True,,,7,,,,
12156,882227,Wave1,False,1,Top5,Sibling,Family,True,False,EspeciallyClose,,17to18,Daily,,,Male,21to24,False,False,False,False,False,True,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,14900,13200,13200,14300,13900,True,True,True,True,True,10,,,,
12156,838798,Wave1,False,2,Top5,Parent,Family,True,False,EspeciallyClose,,17to18,Daily,,,Female,40to49,False,False,False,False,False,True,Catholic,CollegeOrUniversityDegree,NoRelation,NoRelation,False,,,,,,14900,13200,13200,14300,13900,,,,True,,8,,,,
12156,736952,Wave1,False,3,Top5,Parent,Family,True,False,EspeciallyClose,,17to18,Daily,,,Male,40to49,False,False,False,False,False,True,Catholic,CollegeOrUniversityDegree,NoRelation,NoRelation,False,,,,,,14900,13200,13200,14300,13900,True,,,,True,8,,,,
12156,371227,Wave1,False,4,Top5,RomanticPartner,RomanticPartner,False,False,MerelyClose,,1+,Weekly,,,Female,Under18,False,False,False,False,False,True,,HasNotGraduatedHighSchool,NoRelation,NoRelation,False,,,,,,14900,13200,13200,14300,13900,,,,,True,4,,,,
12156,791434,Wave1,False,5,Top5,Friend,Friend,False,True,EspeciallyClose,,4+,Daily,,,Male,18to20,False,True,False,False,False,False,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,14900,13200,13200,14300,13900,,,,,,7,,,,
12156,474178,Wave1,False,6,Middle10,Friend,Friend,False,True,MerelyClose,,4+,Daily,,,Male,18to20,False,False,False,False,False,True,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,14900,13200,13200,14300,13900,True,True,True,,True,9,,,,
12156,710504,Wave1,False,7,Middle10,Friend,Friend,False,True,MerelyClose,,4+,Daily,,,Male,18to20,False,False,False,False,False,True,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,14900,13200,13200,14300,13900,True,,True,,True,10,,,,
12156,796786,Wave1,False,8,Middle10,Friend,Friend,False,True,MerelyClose,,4+,Daily,,,Male,18to20,False,False,False,False,False,True,,SomeCollege,NoRelation,NoRelation,False,,,,,,14900,13200,13200,14300,13900,True,True,True,,True,7,,,,
12156,215503,Wave1,False,9,Middle10,Friend,Friend,False,True,MerelyClose,,4+,Daily,,,Male,18to20,False,True,False,False,False,False,Catholic,SomeCollege,NoRelation,NoRelation,False,,,,,,14900,13200,13200,14300,13900,,,,True,True,8,,,,
